old_code,new_code
090401000BBSSA0,0913301A0BBAEAB
090401000BBSTA0,0913301A0BBAFAB
090401000BBSUA0,0913205K0BDAAAB
090401000BBSVA0,0913226B0BBABAA
090401000BBSWA0,0913226B0BBACAA
090401000BBSXA0,0913226B0BBADAA
090401000BBSYA0,0913226B0BBAAAA
090401000BBSZA0,0913226B0BBAEAA
090401000BBTEA0,0913225B0BBAAAA
090401000BBTFA0,0913227B0BBAAAA
090401000BBTGA0,0913101A0BGAAAE
090401000BBTHA0,0913101A0BHAAAF
090401000BBTIA0,0913223A0BBAAAA
090401000BBTJA0,0913222B0BBAAAA
090401000BBTKA0,0913221A0BBABAB
090401000BBTLA0,0913224A0BBAAAA
090401000BBTMA0,0913205N0BDAAAD
090401000BBTNA0,0913446A0BBABAA
090401000BBTPA0,0913204D0BBABAA
090401000BBTQA0,0913205G0BBABAA
090401000BBTRA0,0913205M0BBACAB
090401000BBTSA0,0913205M0BBADAB
090401000BBTTA0,0913205M0BBAEAB
090401000BBTUA0,0913205N0BBADAE
090401000BBTVA0,0913205N0BBAEAE
090401000BBTWA0,0913205N0BBAFAE
090401000BBTXA0,0913261J0BDAAAC
090401000BBTYA0,0913261I0BBAAAC
090401000BBTZA0,0913445B0BDAAAC
090401000BBUAA0,0913222C0BBAAAA
090401000BBUBA0,0913061C0BBAAAA
090401000BBUCA0,0913261J0BDABAD
090401000BBUDA0,0913181A0BBAAAA
090401000BBUEA0,0913181D0BCAAAA
090401000BBUFA0,0913181E0BBAAAA
090401000BBUGA0,0913205M0BBAFAB
090401000BBUHA0,0913621B0BBAAAA
090401000BBUIA0,0913205L0BBACAB
090401000BBUJA0,0913621F0BBAAAA
090401000BBUKA0,0913205E0BBABAA
090401000BBULA0,0913205E0BBACAA
090401000BBUMA0,0913531A0BDAAAC
090401000BBUNA0,0913205N0BBAGAE
090401000BBUPA0,0913131A0BBAAAA
090401000BBUQA0,0913131A0BBABAA
090401000BBURA0,0913181B0BBAAAA
090401000BBUUA0,0913445B0BBAAAA
090401000BBUVA0,0913181A0BBABAB
090401000BBUWA0,0913472A0BCAAAB
090401000BBUXA0,0913132A0BBAAAA
090401000BBUYA0,0913205A0BDAAAB
090401000BBUZA0,0913621A0BCAAAB
090401000BBVAA0,0913621F0BBABAB
090401000BBVBA0,0913621F0BBACAB
090401000BBVCA0,0913205L0BBAAAA
090401000BBVDA0,0913205L0BBABAA
090401000BBVEA0,0913446B0BBAAAA
090401000BBVFA0,0913621C0BBAAAA
090401000BBVGA0,0913621C0BBABAA
090401000BBVHA0,0913237A0BBABAB
090401000BBVIA0,0913205C0BBABAA
090401000BBVJA0,0913205C0BBACAA
090401000BBVKA0,0913107A0BDABAC
090401000BBVLA0,0913621H0BBAAAA
090401000BBVMA0,0913621E0BBAAAA
090401000BBVNA0,0913131B0BBAAAA
090401000BBVPA0,0913205B0BBAAAA
090401000BBVQA0,0913205B0BBABAA
090401000BBVRA0,0913205B0BBACAA
090401000BBVSA0,0913261E0BDAAAA
090401000BBVTA0,0913181F0BBAAAA
090401000BBVUA0,0913205F0BBAGAC
090401000BBVVA0,0913205C0BBAAAA
090401000BBVWA0,0913205E0BBAAAA
090401000BBVXA0,0913226B0BBAFAB
090401000BBVYA0,0913226B0BBAGAB
090401000BBVZA0,0913226A0BBABAB
090401000BBWAA0,0913206D0BBAAAA
090401000BBWBA0,0913201E0BBAAAA
090401000BBWCA0,0913204F0BBAAAA
090401000BBWDA0,0913621D0BBAAAA
090401000BBWEA0,0913205A0BCAAAA
090401000BBWFBX,0913221B0BBAAAA
090401000BBWGBY,0913222A0BBAAAA
090401000BBWHBZ,0913225A0BBAAAA
090401000BBWICA,0913227A0BBAAAA
090401000BBWJCB,0913205J0BBAAAB
090401000BBWKCC,0913205E0BCABAC
090401000BBWLCD,0913205K0BBAAAD
090401000BBWMCE,0913205N0BCAAAG
090401000BBWNCF,0913681A0BBAAAA
090401000BBWPCG,0913107A0BCAAAE
090401000BBWQCI,0913622A0BBAAAA
090401000BBWRCJ,0913205Q0BBAAAA
090401000BBWSA0,0913192A0BBAAAA
090401000BBWTCK,0913621A0BBAAAA
090401000BBWUCL,0913181G0BCAAAB
090401000BBWVCL,0913181G0BCABAB
090401000BBWWCM,0913181C0BBABAB
090401000BBWXCN,0913181C0BBAAAA
090401000BBWYCP,0913191A0BBAAAA
090401000BBWZCQ,0913444A0BCAAAB
090401000BBXACR,0913591A0BBAAAA
090401000BBXBCS,0913521A0BBADAB
090401000BBXCCS,0913521A0BBAGAB
090401000BBXDCS,0913521A0BBAFAB
090401000BBXECS,0913521A0BBAEAB
090401000BBXFCS,0913521B0BBABAB
090401000BBXGCT,0913521C0BBABAA
090401000BBXHCT,0913521C0BBAAAA
090401000BBXICU,0913226D0BBAAAA
090401000BBXJCV,0913205L0BBADAC
090401000BBXKCW,0913224A0BBABAB
090401000BBXLCX,0913201C0BBACAC
090401000BBXMCY,0913206B0BBABAB
090401000BBXNCZ,0913204C0BBABAB
090401000BBXPDA,0913205F0BBAHAD
090401000BBXQDA,0913205F0BBAIAD
090401000BBXRDA,0913205F0BBAJAD
090401000BBXVDB,0913206F0BBAAAA
090401000BBXWDC,0913181Q0BBAAAA
090401000BBXXDD,0913181M0BBAAAA
090401000BBXYDE,0913449A0BBAAAA
090401000BBXZDF,0913181N0BBAAAA
090401000BBYAAR,0913181J0BDAAAC
090401000BBYBDG,0913181P0BBAAAA
090401000BBYCA0,0913205E0BBADAA
090401000BBYDA0,0913205E0BBAEAA
090401000BBYEA0,0913181E0BBABAA
090401000BBYFCC,0913205E0BCAEAC
090401000BBYGCC,0913205E0BCADAC
090401000BBYHCC,0913205E0BCAFAC
090401000BBYICC,0913205E0BCACAC
090401000BBYJDH,0913061C0BDAAAC
090401000BBYKA0,0914032C0BBAAAA
090401000BBYLDI,0913205R0BBAAAA
090401010AAABAB,0913261C0AAADAD
090401010AAACAC,0913261C0AAAEAE
090401010AAADAD,0913261F0AAADAD
090401010BEAAAA,0913261G0BCAAAC
090401010BEABAA,0913261C0BBABAA
090401010BEACAA,0913261C0BBAAAA
090401010BFAAAA,0913451D0BCAAAB
090401010BHAAAA,0913261G0BDAAAD
090401010BIAAAA,0913261G0BEAAAE
090401010BIABAA,0913261C0BCAAAB
090401010BIACAA,0913451C0BBAAAA
090401010BJAAAA,0913261I0BDAAAA
090401010BJABAA,0913261I0BDADAB
090401010BJACAA,0913261I0BDACAB
090401010BJADAA,0913261I0BDAEAB
090401010BJAEAA,0913261T0BBABAA
090401010BJAFAA,0913261T0BBAAAA
090401010BJAGAA,0913261T0BBACAB
090401010BJAHAA,0913261T0BBADAB
090401010BJAIAA,0913261Q0BBAAAA
090401010BJAKAA,0913261G0BBABAB
090401010BJALAA,0913451D0BBAAAA
090401010BJAMAB,0913261C0BEAAAD
090401010BJANAC,0913261C0BEABAE
090401010BJAPAD,0913261F0BEAAAD
090401010BKAAAA,0913261G0BGAAAG
090401010BKABAA,0913261C0BDAAAC
090401020BCAAAA,0913261N0BEAAAA
090401020BDAAA0,0913261G0BBAAAA
090401030BCABAK,0913271C0BEAAAM
090401030BCACAK,0913271C0BEACAP
090401030BCAFAK,0913271C0BEABAN
090401030BCAGAK,0913461C0BFAAAJ
090401030BFAAAK,0913271C0BCAFAI
090401030BFABAK,0913271C0BCAGAJ
090401030BFAFAK,0913271C0BCADAG
090401030BFAGAK,0913271C0BCAEAH
090401030BFAHAK,0913271C0BCACAF
090401030BFAIAK,0913271C0BCAHAK
090401030BFAJAK,0913271C0BCAAAD
090401030BFAKAK,0913271C0BCABAE
090401030BFAMAK,0913461B0BBAAAA
090401030BKAAAK,0913461C0BJACBG
090401030BKABAK,0913461C0BJAABE
090401030BKACAK,0913461C0BJABBF
090401030BTAAAK,0913271C0BBABAB
090401030BTABAK,0913271C0BBAAAA
090401030BTACAK,0913271C0BBACAC
090401030BUAAAK,0913461C0BDAAAE
090401030BVAAAK,0913271C0BFAAAQ
090401030BXAAAK,0913461C0BBABAB
090401030BXABAK,0913461C0BBADBD
090401030BXACAK,0913461K0BBADAD
090401030BXADAK,0913461K0BBACAC
090401030BXAEAK,0913461C0BBACAC
090401030BXAFAK,0913461B0BDAAAC
090401030BXAGAK,0913461C0BBAAAA
090401030BXAIAK,0913461D0BDAAAC
090401030CBAAAK,0913461C0BHAGBB
090401030CBABAK,0913461C0BHACAP
090401030CBACAK,0913461K0BEABAG
090401030CBADAK,0913461C0BHAFBA
090401030CBAEAK,0913461C0BHABAN
090401030CBAGAK,0913461B0BCACAE
090401030CBAJAK,0913461B0BCAAAB
090401030CBAKAK,0913461B0BCABAB
090401030CBAMAK,0913461K0BEAAAF
090401030CEAAAK,0913461C0BGAAAK
090401030CEABAK,0913461C0BGABAL
090401030CEADAK,0913461K0BDAAAE
090401030CEAFAK,0913461B0BEAAAD
090401030CEAGAK,0913461C0BGACAZ
090401030CFAAAK,0913461D0BCABAD
090401070BDABAI,0913461C0BCADAU
090401070BDACAI,0913461C0BCACAT
090401070BDADAI,0913461C0BCABAS
090401070BDAEAI,0913461C0BCAEAV
090401070BDAFAI,0913461C0BCAAAD
090401070BGAAAI,0913271C0BDAAAL
090401070BGABAI,0913461C0BEACAH
090401070BGACAI,0913461C0BEADAI
090401070BGADAI,0913461C0BEAFAX
090401070BGAEAI,0913461C0BEAAAF
090401070BGAFAI,0913461C0BEABAG
090401070BGAGAI,0913461C0BEAGAY
090401070BGAJAI,0913461C0BEAEAW
090401070BIAAAI,0913461C0BIAABC
090401070BJAAAI,0913271C0BHABAT
090401070BJABAI,0913461C0BKAABH
090401070BLAAAI,0913461C0BHAEAR
090401070BLABAI,0913461C0BHAAAM
090401080BBAABD,0913461F0BCAEAB
090401080BBABBD,0913461F0BCADAB
090401080BBACBD,0904010Q0BQAAAQ
090401080BBADBD,0904010Q0BQADAQ
090401080BBAEBD,0913461F0BCAFAB
090401080BBAFBD,0904010Q0BQAEAQ
090401080BBAGBD,0913461F0BCAAAB
090401080BBAHBD,0913461F0BCABAB
090401080BBAIBD,0913461F0BCACAB
090401080BBAJBD,0904010Q0BQABAQ
090401080BBAKBD,0904010Q0BQACAQ
090401080BDAABD,0913461F0BDACAC
090401080BDACBD,0913461F0BDADAC
090401080BDADBD,0913461F0BDABAC
090401080BDAFBD,0913461F0BDAHAC
090401080BDAGBD,0913461F0BDAFAC
090401080BDAHBD,0913461F0BDAGAC
090401080BFAABD,0904010Q0BFAMAQ
090401080BFABBD,0904010Q0BFASAQ
090401080BFACBD,0913461F0BGABAG
090401080BFADBD,0904010Q0BFBPAQ
090401080BFAEBD,0913461F0BGAGAL
090401080BFAFBD,0913461F0BGACAH
090401080BFAGBD,0904010Q0BFBNAQ
090401080BFAHBD,0904010Q0BFBKAQ
090401080BFAIBD,0913461F0BGAAAF
090401080BFAKBD,0904010Q0BFAQAQ
090401080BFALBD,0904010Q0BFBQAQ
090401080BFAMBD,0913461F0BGAEAJ
090401080BFAPBD,0904010Q0BFARAQ
090401080BFAYBD,0913461F0BGAFAK
090401080BFBABD,0904010Q0BFBFAQ
090401080BFBBBD,0904010Q0BFAUAQ
090401080BFBCBD,0913461F0BGAHAM
090401080BFBDBD,0904010Q0BFAIAQ
090401080BFBEBD,0904010Q0BFAPAQ
090401080BFBFBD,0913461F0BGADAI
090401080BFBGBD,0904010Q0BFAWAQ
090401080BFBHBD,0904010Q0BFBBAQ
090401080BFBIBD,0904010Q0BFBCAQ
090401080BFBJBD,0904010Q0BFBDAQ
090401080BFBKBD,0904010Q0BFBHAQ
090401080BFBLBD,0904010Q0BFBJAQ
090401080BFBMBD,0904010Q0BFBLAQ
090401080BFBNBD,0904010Q0BFBMAQ
090401080BFBPBD,0904010Q0BFBRAQ
090401080BFBQBD,0904010Q0BFBSAQ
090401080BFBRBD,0913461F0BGAIAN
090401080BFBSBD,0904010Q0BFBEAQ
090401080BFBTBD,0904010Q0BFAZAQ
090401080BFBUBD,0904010Q0BFAXAQ
090401080BFBVBD,0904010Q0BFATAQ
090401080BFBWBD,0904010Q0BFAJAQ
090401080BGABBD,0913461F0BFAEAE
090401080BGACBD,0913461F0BFAAAE
090401080BGADBD,0913461F0BFACAE
090401080BGAFBD,0913461F0BFAFAE
090401080BGAHBD,0913461F0BFABAE
090401080BGALBD,0913461F0BFADAE
090401080BIABBD,0904010Q0BTABAQ
090401080BIACBD,0904010Q0BTAAAQ
090401080BIADBD,0904010Q0BTACAQ
090401080BJAHBD,0904010Q0BNAAAQ
090401080BJAIBD,0904010Q0BNABAQ
090401080BJAJBD,0904010Q0BNACAQ
090401080BKAABD,0904010Q0BXAAAQ
090401080BKABBD,0904010Q0BXABAQ
090401080BKACBD,0904010Q0BXACAQ
090401080BKADBD,0904010Q0BXADAQ
090401080BLAABD,0913461F0BEACAD
090401080BLABBD,0913461F0BEABAD
090401080BLACBD,0913461F0BEADAD
090401080BLADBD,0913461F0BEAEAD
090401080BLAEBD,0913461F0BEAFAD
090401080BLAFBD,0913461F0BEAAAD
090401080BLAGBD,0913461F0BEAGAD
090401080BMABBD,0904010Q0BSAHAQ
090401080BMACBD,0904010Q0BSAAAQ
090401080BMADBD,0904010Q0BSABAQ
090401080BMAEBD,0904010Q0BSACAQ
090401080BMAFBD,0904010Q0BSADAQ
090401080BMAGBD,0904010Q0BSAEAQ
090401080BMAHBD,0904010Q0BSAFAQ
090401080BMAIBD,0904010Q0BSAGAQ
090401080BPAABD,0913461F0BBADAA
090401080BPABBD,0913461F0BBACAA
090401080BPACBD,0913461F0BBAAAA
090401080BPADBD,0913461F0BBAFAA
090401080BPAEBD,0913461F0BBAHAA
090401080BPAFBD,0913461F0BBAIAA
090401080BPAGBD,0913461F0BBAJAA
090401080BPAHBD,0913461F0BBABAA
090401080BPAIBD,0913461F0BBAGAA
090401080BPAJBD,0913461F0BBAEAA
090401080BPAKBD,0913461F0BBAKAA
090401080BQAABD,0904010Q0BUADAQ
090401080BQABBD,0904010Q0BUAAAQ
090401080BQACBD,0904010Q0BUABAQ
090401080BQADBD,0904010Q0BUACAQ
090401080BRAABD,0913461F0BHAAAP
090401080BRABBD,0913461F0BHABAQ
090401080BRACBD,0913461F0BHACAR
090401080BRADBD,0913461F0BHADAS
090401090AAAAAA,0913142A0AAAAAA
090401090AAABAB,0913142B0AAADAD
090401090BCAAAB,0913142B0BEAAAD
090401090BCAEAA,0913142A0BBAAAA
0904010A0BBAABF,0913461I0BBACAA
0904010A0BBABBF,0913461I0BBAAAA
0904010A0BBACBF,0913461J0BBACAA
0904010A0BBADBF,0913461J0BBAAAA
0904010A0BBAFBF,0913461J0BBADAA
0904010A0BBAGBF,0913461J0BBAEAA
0904010A0BBAHBF,0913461J0BBAFAA
0904010A0BBALBF,0913461J0BBABAA
0904010A0BBAMBF,0913461I0BBADAA
0904010A0BBANBF,0913461J0BBAGAA
0904010A0BBAQBF,0913461J0BBAHAA
0904010A0BBASBF,0913461I0BBABAA
0904010A0BGAIBF,0913461J0BFAAAF
0904010A0BGARBF,0913461I0BGAAAH
0904010A0BGATBF,0913461J0BFABAF
0904010A0BGAUBF,0913461J0BFACAF
0904010A0BGAVBF,0913461J0BFAGAF
0904010A0BGAWBF,0913461J0BFAHAF
0904010A0BGAXBF,0913461I0BGACAH
0904010A0BGAYBF,0913461I0BGADAH
0904010A0BGAZBF,0913461J0BFAFAF
0904010A0BGBABF,0913461I0BGABAH
0904010A0BGBBBF,0913461J0BFAEAF
0904010A0BGBCBF,0913461J0BFADAF
0904010A0BKAABF,0913461K0BBAAAA
0904010A0BKACBF,0913461I0BFABAD
0904010A0BKAEBF,0913461I0BFAAAD
0904010A0BKAGBF,0913461J0BDADAC
0904010A0BKAHBF,0913461J0BDAEAC
0904010A0BKAJBF,0913461J0BDAAAC
0904010A0BKAKBF,0913461K0BBABAA
0904010A0BKALBF,0913461J0BDABAC
0904010A0BKAMBF,0913461J0BDACAC
0904010A0BPABBF,0913461I0BEAAAE
0904010A0BPACBF,0913461J0BEAAAD
0904010A0BPADBF,0913461I0BEACAE
0904010A0BPAEBF,0913461I0BEABAE
0904010A0BPAFBF,0913461I0BEAEAG
0904010A0BPAGBF,0913461J0BEACAE
0904010A0BPAHBF,0913461J0BEABAD
0904010A0BPAKBF,0913461I0BEADAF
0904010A0BQAABF,0913461I0BDAAAC
0904010A0BRAABF,0913461I0BHAAAI
0904010A0BWAABF,0913461I0BCAAAB
0904010A0BWABBF,0913461I0BCABAB
0904010A0BWACBF,0913461J0BCAAAB
0904010A0BWADBF,0913461I0BCACAB
0904010A0BWAEBF,0913461J0BCACAB
0904010A0BWAFBF,0913461J0BCABAB
0904010AABBAAAL,090401030BIABAK
0904010AABBABAL,090401030BIACAK
0904010AABCABAL,090401030BWAAAK
0904010AABDAAAL,0913461C0BBABAB
0904010AABDABAL,0913461C0BBADBD
0904010AABDACAL,0913461K0BBADAD
0904010AABDADAL,0913461K0BBACAC
0904010AABDAEAL,0913461C0BBACAC
0904010AABDAFAL,0913461B0BDAAAC
0904010AABDAGAL,0913461C0BBAAAA
0904010AABDAHAL,090401030BXAHAK
0904010AABEACAL,0913271C0BCAHAK
0904010AABEADAL,0913271C0BCAAAD
0904010AABEAEAL,0913271C0BCABAE
0904010AABEAFAL,090401030BFALAK
0904010AABEAGAL,0913461B0BBAAAA
0904010AABFABAL,0913271C0BEABAN
0904010AABFACAL,0913461C0BFAAAJ
0904010AABGAAAL,090401030BYAAAK
0904010AABGABAL,090401030BYABAK
0904010AABGACAL,090401030BYACAK
0904010AABJAAAL,090401030BZAAAK
0904010AABJABAL,090401030BZABAK
0904010AABJACAL,090401030BZACAK
0904010AABJADAL,090401030BZADAK
0904010AABJAEAL,090401030BZAEAK
0904010AABJAFAL,090401030BZAFAK
0904010AABKAAAL,090401030BEAEAK
0904010AABKABAL,090401030BEAFAK
0904010AABKACAL,090401030BEAGAK
0904010AABKADAL,090401030BEAHAK
0904010AABLAAAL,0913461C0BHADAQ
0904010AABLABAL,0913461C0BHAGBB
0904010AABLACAL,0913461C0BHACAP
0904010AABLADAL,0913461K0BEABAG
0904010AABLAEAL,0913461C0BHAFBA
0904010AABLAGAL,0913461C0BHABAN
0904010AABLAHAL,090401030CBAFAK
0904010AABLAIAL,0913461B0BCACAE
0904010AABLAJAL,090401030CBAIAK
0904010AABLAKAL,0913461B0BCAAAB
0904010AABLALAL,0913461B0BCABAB
0904010AABLAMAL,090401030CBALAK
0904010AABLANAL,0913461K0BEAAAF
0904010AABLAPAL,090401030CBANAK
0904010AABLAQAL,090401030CBAPAK
0904010AABPAAAL,090401030BZAGAK
0904010AABQAAAL,0913461C0BBAAAA
0904010AABQABAL,090401030BXAHAK
0904010AABRAAAL,090401030CCAAAK
0904010AABRABAL,090401030CCABAK
0904010AABRACAL,090401030CCACAK
0904010AABSAAAL,090401030CDAAAK
0904010AABSABAL,090401030CDABAK
0904010AABTAAAL,0913461C0BGAAAK
0904010AABTABAL,0913461C0BGABAL
0904010AABTACAL,090401030CEACAK
0904010AABTADAL,0913461K0BDAAAE
0904010AABTAEAL,090401030CEAEAK
0904010AABTAFAL,0913461B0BEAAAD
0904010AABTAGAL,0913461C0BGACAZ
0904010ABBBABAB,0904010H0BVAAAA
0904010ABBFAAAA,090401030BEAIAK
0904010ABBHAAAB,0913461K0BEACAH
0904010ABBHADAD,0913451I0BBAAAA
0904010ABBIAAAA,0913461D0BDAAAC
0904010ABBJAAAA,0913461D0BCABAD
0904010ABBJABAA,090401030CFABAK
0904010ACBEAAAC,0913461A0BBAAAA
0904010ACBEABAC,0913461A0BBABAG
0904010ACBGACAC,0913461A0BFABAK
0904010ACBGADAC,0913461A0BFAAAJ
0904010ACBIAAAC,0913461A0BDAEAI
0904010ACBIABAC,0913461A0BDABAD
0904010ACBIACAC,0913461A0BDAFAI
0904010ACBIADAC,0913461A0BDACAE
0904010ACBIAEAC,0913461A0BDADAH
0904010ACBIAFAC,0913461A0BDAAAC
0904010ACBJAAAC,0913461A0BEAAAF
0904010ACBKAAAC,0913461A0BCAAAB
0904010ADBLAAAA,0913461H0BBACAT
0904010ADBMABAA,0913461L0BBAAAA
0904010ADBMACAA,0913461L0BBAHAE
0904010ADBMADAA,0913461L0BBAJAH
0904010ADBMAEAA,0913461L0BBAMAK
0904010ADBMAFAA,0913461L0BBAFAD
0904010ADBMAGAA,0913461L0BBANAF
0904010ADBMAHAA,0913461L0BBALAJ
0904010ADBMAIAA,0913461L0BBAIAG
0904010ADBMAJAA,0913461L0BBAEAF
0904010ADBMAKAA,0913461L0BBAKAI
0904010ADBMALAA,0913461L0BBADAC
0904010ADBMAMAA,0913461L0BBAGAD
0904010ADBMANAA,0913461L0BBABAB
0904010ADBMAPAA,0913461L0BBACAB
0904010ADBMAQAA,0913461L0BBAPAB
0904010AEAAAAAA,0913261A0AAABAB
0904010AEBCAAAA,0913261A0BCAAAB
0904010AEBCABAA,0913261A0BCADAB
0904010AEBCACAA,0913261A0BCABAB
0904010AEBCADAA,0913261A0BCACAB
0904010AHBCAAAA,0913451F0BCAAAB
0904010AIBBAAAA,0913451H0BDABAF
0904010AIBBABAA,0904010Z0BKABAA
0904010AIBBACAA,0904010Z0BKACAA
0904010AIBCAAAA,0904010Z0BKADAA
0904010AJBBAAAA,0913451C0BCAAAB
0904010AKBBAAAA,0913451I0BDAAAC
0904010ALAAAAAA,0913261M0AAAEAE
0904010ALBBAAAA,0913261M0BBAEAE
0904010ALBBABAA,0913261M0BBAFAE
0904010ALBBACAA,0913261M0BBAKAC
0904010ALBBADAA,0913261M0BBAJAC
0904010ALBBAEAA,0913261M0BBALAC
0904010ALBBAFAA,0913261M0BBAMAC
0904010ALBBAGAA,0913261M0BBABAA
0904010ALBBAHAA,0913261M0BBACAA
0904010ALBBAIAA,0913261M0BBAGAB
0904010ALBBAJAA,0913261M0BBAHAB
0904010ALBBAKAA,0913261M0BBAIAB
0904010ALBBALAA,0913261M0BBADAE
0904010AMAAAAAA,0913261E0AAADAD
0904010AMBBAAAA,0913261E0BBAEAD
0904010AMBBABAA,0913261E0BBAGAD
0904010AMBBACAA,0913261E0BBAHAD
0904010AMBBADAA,0913261E0BBAFAD
0904010AMBCAAAA,0913451C0BBAAAA
0904010AMBDAAAA,0913261E0BCABAB
0904010AMBDABAA,0913261E0BCAAAB
0904010ANAAAAAA,0913261U0AAAAAA
0904010ANAAABAB,0913261H0AAAFAF
0904010ANBBAAAA,0913261U0BBAAAA
0904010ANBCAAAB,0913261H0BFACAF
0904010APAAABAB,0913261A0AAACAC
0904010APBBAAAA,0913261A0BBABAA
0904010APBBABAA,0913261A0BBAAAA
0904010APBCAAAB,0913261A0BCAEAC
0904010APBCABAB,0913261A0BCAFAC
0904010AQBBAAAA,0913261K0BBAHAA
0904010AQBBACAA,0913261K0BBACAA
0904010AQBBADAA,0913261K0BBAEAA
0904010AQBBAEAA,0913261K0BBAFAA
0904010AQBBAGAA,0913261K0BBADAA
0904010AQBBAHAA,0913261K0BBABAA
0904010AQBBAIAA,0913261K0BBAGAA
0904010AQBBAJAA,0913261K0BBAIAA
0904010AQBBAKAA,0913261K0BBAAAA
0904010AQBCAAAA,0913261K0BCAAAB
0904010ARBBAAAA,0913261F0BDABAC
0904010ARBBABAA,0913261F0BDAAAC
0904010ARBCAAAA,0913451I0BCAAAB
0904010ASAAAAAA,0913451A0AAAAAA
0904010ASBBAAAA,0913261B0BBABAA
0904010ASBBABAA,0913261B0BBAAAA
0904010ASBBACAA,0913261B0BBACAA
0904010ASBCAAAA,0913451A0BBAAAA
0904010ATAAAAAA,0913261S0AAACAC
0904010ATBBAAAA,0913261S0BCADAA
0904010ATBBABAA,0913261S0BCAEAA
0904010ATBBACAA,0913261S0BCABAA
0904010ATBBADAA,0913261S0BCACAA
0904010ATBBAEAA,0913261S0BCAAAC
0904010AUAAAAAA,0913461I0AAAJAJ
0904010AUBBAAAA,0913461I0BEAFAJ
0904010AUBBABAA,0913461I0BEAGAJ
0904010AUBBACAA,0913461I0BEAHAJ
0904010AVAAAAAA,0913601A0AAACAC
0904010AVBBAAAA,0913601A0BBAAAA
0904010AVBBABAA,0913601A0BBABAB
0904010AVBBACAA,0913601A0BBACAC
0904010AWAAAAAA,0913611A0AAAAAA
0904010AXAAAAAA,0913261N0AAAEAE
0904010AXBBAAAA,0913261N0BDAAAE
0904010AYAAAAAA,0913451J0AAAAAA
0904010AYBBAAAA,0913451J0BBAAAA
0904010E0BFAAAF,0913261I0BDABAA
0904010E0BGAAAF,0913261G0BHAAAH
0904010E0BGABAF,0913451B0BBAAAA
0904010E0BGACAF,0913451L0BBAAAA
0904010E0BHAAAF,0913451C0BCAAAB
0904010F0AAABAB,0913451H0AAABAB
0904010F0BEABAA,0913451E0BBAAAA
0904010F0BEACAA,0913451E0BBABAA
0904010F0BGAAAA,0913261H0BBAAAA
0904010F0BGABAA,0913261P0BCAAAB
0904010F0BGADAA,0913261H0BBABAA
0904010F0BGAEAA,0913261L0BCAAAB
0904010F0BGAFAA,0913451G0BCAAAC
0904010F0BGAGAB,0913451H0BCAAAB
0904010G0AAAAAA,0913191A0AAABAB
0904010H0BDAAAA,0913271A0BFAAAR
0904010H0BDABAA,0913271A0BFAEAV
0904010H0BDACAA,0913271B0BEAAAI
0904010H0BDADAA,0913271B0BEABAJ
0904010H0BDAEAA,0913271A0BFABAS
0904010H0BDAFAA,0913271A0BFAFAW
0904010H0BDAGAA,0913271B0BEAFAN
0904010H0BDAHAA,0913271B0BEAEAM
0904010H0BDAIAA,0913461G0BDAAAC
0904010H0BDAJAA,0913271A0BFAHAY
0904010H0BDAKAA,0913271A0BFAGAX
0904010H0BDALAA,0913271A0BFADAU
0904010H0BDAMAA,0913271A0BFACAT
0904010H0BDANAA,0913271B0BEADAL
0904010H0BDAPAA,0913271B0BEACAK
0904010H0BJAAAA,0913271A0BDACAH
0904010H0BJABAA,0913271A0BDAHAM
0904010H0BJAFAA,0913271B0BCAEAG
0904010H0BJAJAA,0913271B0BCACAE
0904010H0BJAKAA,0913461H0BDAAAF
0904010H0BJALAA,0913271A0BDAFAK
0904010H0BJAMAA,0913461H0BDABAG
0904010H0BJAPAA,0913271A0BDAGAL
0904010H0BJAQAA,0913271A0BDADAI
0904010H0BJARAA,0913271A0BDAIAN
0904010H0BJASAA,0913271A0BDAAAF
0904010H0BJATAA,0913271B0BCAAAC
0904010H0BJAUAA,0913271B0BCADAF
0904010H0BJAVAA,0913271A0BDABAG
0904010H0BJAWAA,0913271A0BDAEAJ
0904010H0BJAZAA,0913461G0BCAAAB
0904010H0BJBAAA,0913271B0BCABAD
0904010H0BLAAAA,0913461E0BEABAI
0904010H0BLABAA,0913461E0BEACAL
0904010H0BLACAA,0913461H0BIACAW
0904010H0BLAHAA,0913461H0BIABAV
0904010H0BLAKAA,0913461H0BIAAAU
0904010H0BLATAA,0913461E0BEAAAH
0904010H0BRAAAA,0913271A0BHABBB
0904010H0BRABAA,0913271A0BHAABA
0904010H0BRACAA,0913271B0BHABAU
0904010H0BRADAA,0913271B0BHAAAT
0904010H0BRAEAA,0913461H0BGAAAN
0904010H0BRAFAA,0913461H0BGACAQ
0904010H0BRAGAA,0913461H0BGABAP
0904010H0BRAHAA,0913461E0BGAAAK
0904010H0BSAAAA,0913461E0BDABAD
0904010H0BSABAA,0913461E0BDADAF
0904010H0BSACAA,0913271A0BCACAE
0904010H0BSADAA,0913271A0BCAAAC
0904010H0BSAEAA,0913461E0BDAAAC
0904010H0BSAFAA,0913271A0BCABAD
0904010H0BSAGAA,0913461E0BDACAE
0904010H0BSAHAA,0913461E0BDAEAG
0904010H0BTAAAA,0913461E0BHAAAP
0904010H0BTABAA,0913271B0BCAFAH
0904010H0BTACAA,0913461E0BHABAQ
